id	name_fr	name_en
3c5931ed-a0ed-4d0d-8200-ffeefc053135	Glissières latérales + squats	Side Slides + Squats
e0e2c65d-a225-43e2-ace6-a6216605d061	Glute drive	Glute Drive
905fa8f3-175b-4bfb-b913-ad0c462dfc26	Glute kickback (machine)	Glute Kickback (Machine)
1407ee89-9cf7-4a83-815b-da6eb0960448	Good mornings	Good Mornings
00632042-ea0c-40a9-837e-4728bf3056bd	Hack squats	Hack Squats
687fd7c2-046e-4e60-a5a1-761073771e6d	Haltères sur scott machine	Dumbbells on Scott Machine
59015623-36d6-4a7f-b728-1c4d163221c6	Hammerstrength decline chest press	Hammerstrength Decline Chest Press
c67f6e00-abd3-4856-8849-be798d46d639	Hamstring chokes	Hamstring Chokes
de8de0e3-ea45-4749-b22c-274d1477a6f1	Helms row	Helms Row
8e7d5e22-1327-40f1-b872-a87bfade6814	High knee skips HD	High Knee Skips HD
f50390a2-022f-4911-9ba3-0f96f1d36670	Hip hinge	Hip hinge
f2d5b9d8-2492-4811-8b35-1dfdf6079d70	Hip thrust barre	Barbell Hip Thrust
45bf2f85-441d-4332-ad44-4a75fcbdc67e	Hip thrust haltère	Dumbbell Hip Thrust
4107fbd3-1d99-4ca3-8c08-156e26fea3ec	Hip thrust unilatéral	Unilateral Hip Thrust
4607b2bd-ff63-4794-b3fb-d0239cf6fcd5	Hip thrust unipodal haltère	Dumbbell Single-leg Hip Thrust
6f0a582c-a65a-4115-8002-c1621ca6ab03	Hollow hold	Hollow Hold
d66c2cb0-a5e2-4e1b-b03f-00c4b854d5ca	Hyper Y W combo	Hyper Y W Combo
3e05282d-2c2f-45b1-8abc-bee79e99004b	Hyperextension inversée	Reverse Hyperextension
94f094e9-7ae6-4b20-a863-67dac0d4417e	Ice cream maker	Ice Scream maker
4f7084b0-de18-40be-a864-be3ddae0695b	Incline chest press DB	Incline Chest Press DB
eb0ed8b1-092b-4192-9f2f-f85f44db47ec	Incline smith press	Incline Smith Press
1f06c39a-9bae-4cbf-bf71-6de7b874e06e	Incliner ohp DB	Incline OHP DB
af2cc5d5-b63d-44dc-aedc-366b6733873a	Incliner pousser vers le haut	Incline Push up
4454e6f0-7175-45b6-a013-18d170a3338b	Isométrie traction horizontale	Horizontal traction isometry
61d6da8b-fd59-4421-a88b-5c343b3ec848	Jeté force	Push Press
bb4cb07b-6239-420a-a4dc-08dc077b9f3c	Jeté olympique	Jerk OL
de4d55da-306c-4f9a-932d-b657a3c73772	Jumping jack HD	Jumping Jack HD
683eb5fc-f59d-448d-a7f6-77ecfa5e6f97	Jumping jacks	Jumping Jacks
120b9c23-902e-45eb-a125-9d0bedfea118	Kettlebell sumo deadlift	kettlebell sumo deadlift
685fe851-e804-4cc5-8c5e-ee1328225660	Kick ischio-jambiers	Hamstring Kicks
d095a06c-daf5-4908-bf81-b74f94a19cf6	Kickback triceps allongé	Lying Triceps Kickback
e54ec1eb-3ed0-4f90-ac32-761783ed8c9a	Kickback triceps haltère	Tricep Dumbbell Kickback
46e80aef-53ec-49fb-8e4f-af8bb7b70173	Kickback triceps poulie	Cable Tricep Kickback
fbedefc2-bf8b-4bf6-be18-3695814cd8df	Kong curl	Kong Curl
d2584ba8-bed6-4fcb-beb4-1aef5b30f468	Kroc row	Kroc Row
9e8f3238-14ae-4431-a694-2c329857a70f	L-sit	L-sit
44b36b98-b2f3-4337-8663-512bc09562f2	L-sit (pieds supportés)	L-Sit (Foot Supported)
0a06b348-4b36-4d58-8a5c-0c98d2d453b2	Larsen press	Larsen Press
ea385dce-4506-47ff-a187-bf4855c1dc0d	Leg curl allongé	Leg Curls (laying)
8fa57fcc-3688-433d-b884-2589570bbe28	Leg Curl assis	Leg Curls (sitting)
26fdac7f-b498-45c5-986a-f088dde582ed	Leg curl debout	Leg Curls (standing)
2f0787d3-ecdd-4ad3-99c5-5d6a09a26074	Leg curl élastique	Leg curl with elastic
14bd9a6e-6c82-4d47-ba30-af5c05f1fac2	Legend incline bench press	Legend Incline Bench Press
23cadf9f-778d-4a7d-91d5-bb0dcea8f524	Lignes pendelay	Pendelay Rows
3fc99676-7550-41ae-87ec-b463baf8ac0b	Low-cable cross-over - NB	Low-Cable Cross-Over - NB
3fc3036b-b3a9-45ba-9c93-83e2f8d64187	Machine pull-over	Pullover Machine
2ebc52cb-b9d7-4794-a3b8-729df7fa43d4	Machine rotation du torse	Rotary Torso Machine
cc6aa849-6def-4733-a94d-babd6738ca4d	Machine ski	Ski Machine
ee156755-0ce9-41f2-a94e-60926d5bed71	Maintien barres parallèles	Parallel Bar Hold
35b83c86-5b91-45f4-9d39-10b2ea8b2931	Maintien isométrique pull-up	Pull-up Isometric Hold
fec6a764-ce44-4acf-88fe-7ecd4680acdf	Maintien latéral dynamique	Dynamic side hold
bb506831-5760-4c11-961a-e936ee647af0	Maintien statique incliné	Incline Static Hold
3ccfb762-2be8-40c3-b06c-2b7456e34f2b	Marche éléphant	Elephant Walks
91412d03-9823-4b6a-875e-62d6a01d0d1f	Marche latérale	Lateral Walk
8cab8695-b70c-4ee0-9991-e468ee27dac2	Marche ou jogging sur place	March or jog in place
df3d1761-bd22-4495-86c8-9d2866b31ead	Meadows row	Meadows Row
420bd8b4-da5f-4284-a3d3-c2358073ec0e	Mousse rouleau quadriceps	Foam Roller quadriceps
60b76525-5985-4003-bc88-a79fc66b8a8d	Muscle-up	Muscle up
29344a08-a2b9-448a-b5af-4ef36aed88c9	Oblique externe supérieur	Upper External Oblique
481bbc38-c32b-4ce4-a06f-502fb6ef1363	Overhand cable curl	Overhand Cable Curl
9dd089a9-6fb8-43e0-9ece-325f209c9c56	Pallof press	PALLOF PRESS
0d571757-c136-4ee8-a1c0-6fbe3c8d4ca5	Pancake debout	Standing Pancake
d1f129e3-52c4-4a85-b928-ca64a6b0dcbc	Papillon bras tendus	Pec Deck
36a65b5a-b955-4b77-a884-b9fb071480c3	Papillon inverse	Pec Deck Rear Delt Fly
58d6ad52-8303-4afd-8957-7ad068aaa084	Pause bench	Pause Bench
afefd18e-e13f-4a26-aac7-11da91cb792a	Pause hack squats	Pause Hack Squats
eea650b6-735e-40f4-bb8a-92b383c1592a	Pec Deck bras tendus	Pec Deck
0910c1be-970d-4ed8-974e-83077a7636ef	Piliers hercules	Hercules Pillars
319a5c99-33c2-4449-b087-3fb499ef88b4	Pin bench press bb	Pin Bench Press BB
f5b5e4c6-ec48-4641-b6d3-ed0fe206410f	Pin ohp	Pin OHP
92510e57-ab4a-4a02-98ec-e8328613cd77	Pin squat	Pin Squat
ba9e4698-68a8-4514-95b7-f7b706854304	Planche de côté dynamique	Planche de cote dynamique
c0b1b91a-84f3-4811-8b81-b6a4a7494b3b	Planche dynamique	Dynamic Planche
732af1bb-86ac-4cef-b6a5-ee3a9bae4954	Planche tirage un bras	Single Arm Plank to Row
cbe295de-81a0-4686-8f61-da3de401e552	Planche tuck	Tuck planche
8813ea81-5b3d-4939-a71a-4e8ed7a5486f	Plate pinch hold	Plate Pinch Hold
1eb9e156-c832-4372-945b-b1902d3822d6	Poirier	Handstand
e63fe427-e910-4e0d-9f73-c51d85b36a3f	Pompes	Push-Ups
59e7057b-d006-447e-9e6c-822f9baffa9f	Pompes | incliner	Push-Ups | Incline
5314ddc6-9797-4080-ba1a-0fb957704ce7	Pompes | parallettes	Push-Ups | Parallettes
59c21573-05ce-48a0-b20b-2a8be9cb5ec4	Pompes au mur	Wall Pushup
de827afb-d91b-400a-bd5f-415beca277df	Pompes claquées	Clap Push-UP
92d8460a-b5c6-449a-9659-004a7ee9565c	Pompes déclinées	Decline Pushups
3344b760-73a8-43e6-9849-099faffe6c44	Pompes diamant	Diamond push ups
426a5c8a-60bd-456c-b5c9-9bf92913f089	Pompes en déficit	Deficit Push ups
01babef5-3139-4f37-b23f-88ef8d40279d	Pompes en poirier	Handstand Push Up
46957be6-d3dc-41f2-8469-3edeecc0fe01	Pompes hindoues	Hindu Pushups
c7d96c62-a619-42e9-aa9e-c3559be36df9	Pompes latérales alternées	Side to Side Push Ups
7d9796e9-eaa3-499a-a7cc-734bf88c452b	Pompes lestées	Weighted push-ups
5c7e172f-6c33-46cc-9886-4c31287623a8	Pompes pike	Pike Push Ups
6b46d77b-1291-44b9-9d40-f4da8930ae17	Pompes prise serrée	Close-grip Press-ups
9dd1bc26-5d88-4744-9543-18477885d0f4	Pompes sur les genoux	knee push-ups
4a1a7219-bd91-4d59-9d73-2c30c5d9f0ce	Pompes un bras	One armed push-ups
de2f3fda-e9ed-4869-a507-579fc9240910	Pont fessier	Glute Bridge
82f05e19-8c90-4ed1-b295-5eb5d333ab77	Pont fessier unipodal	Single Leg Glute Bridge
acc214d9-4bfd-4459-a5f9-d9d262753867	Pont piétonnier	walking bridge
fd1219cf-9b43-4cd9-812b-e7ddaf3e8230	Position du cavalier (grand écart)	Horse Stance (Side Splits)
67f05897-eef3-4719-ab46-8b21a2cf5bd5	Poussée latérale	Lateral Push Off
343744b7-2671-4ee5-a7cb-3ef8688b8125	Poussée traîneau	Sled Push
162db63f-324b-4f9f-a9fd-b581a3e23f0f	Press à plat machine	Flat Machine Press
24983c2b-87fd-4e60-be1c-0d32dbc6ba91	Press autour poulie	Cable Press Around
8ebd4969-24bb-454f-a4e4-be48f8634ca7	Press fessier latéral unipodal	Single-leg side glute press
41cc929f-295f-4ba6-8064-b3ad18de2e9d	Press frog haltères	Dumbbell Frog Press
fbc2327a-8596-4b58-bea0-947755d4eada	Press landmine	Landmine press
c670e96b-6705-43bf-8d1d-c8186dd99d2d	Press trapèzes	Trap press
2f3aba52-5373-4429-801e-4bb9332ee04c	Press triceps assis	Seated Triceps Press
96a50033-ba37-4677-8842-83e6c7ea3124	Presse à bras unique glute bridge	Glute Bridge Single-Arm Press
192fbeea-763e-4d1c-876e-5de09d0308ea	Presse à cuisse	Leg Press
fae400e0-98b6-43b4-9f67-b54a438f11b2	Presse à cuisses machine hack	Leg Press on Hackenschmidt Machine
eb70013f-1223-4939-9a48-6495a99f6389	Presse à cuisses orteils	Leg Press Toe Press
2bd7b205-9bee-4790-906d-16b665f7bb2b	Presse à cuisses prise large	Leg Presses (wide)
2827f761-5e6b-4629-81ef-d55156cb636c	Presse à cuisses prise serrée	Leg Presses (narrow)
38a7524e-6ba1-4413-9eb1-614db20ea51e	Presse à légère inclinaison pour machine smith	SMITH MACHINE SLIGHT INCLINE PRESS
05ad16ba-34c2-406e-a4e9-74e90499917b	Presse à smith high-incline	High-Incline Smith Machine Press
f51a6dd5-3c82-4bd3-9a5b-3b9b0ccc9dc0	Presse abdominale deux jambes	Double-Leg Abdominal Press
ab25ef38-a941-4e1f-a121-a36e2510ef3d	Presse d'établi inclinée - haltère	Incline Bench Press - Dumbbell
9bb75e88-c3fe-4743-a4a9-b5bdd65e69f4	Presse d'établi smith machine à prise serrée	Smith Machine Close-grip Bench Press
bf4431a8-77fd-46a6-8c24-9422de40bb9d	Presse jm	JM Press
5fcb0bc7-c5e3-4a08-a493-42b8e4c9653c	Presse mollets sur presse à cuisses	Calf Press Using Leg Press Machine
850c38f5-ea78-466d-8ae2-41a0f059cf97	Presse pour banc incliné - barbell	Incline Bench Press - Barbell
dfcc9c6f-61b8-4ee0-a93a-6b6296dd8adf	Pseudo planche push-up	Pseudo Planche Push-up
9f682da0-cc84-41a4-9436-2adfb0ee253c	Pull through poulie	Cable pull through
7afb17cf-ddf0-4efe-aa5a-f3e72d379b48	Pull-back	Pullback
09939a83-901b-42ce-b87f-9e1e511c685f	Pull-over	Pullover
98ea2da4-b8d9-4724-91f6-3aff40f59e29	Pull-over / rowing corde	Rope Pullover/row
84ddd625-91d7-4c81-a6bf-01cf571b6c77	Pull-over haltère travers du banc	Cross-Bench Dumbbell Pullovers
a3de462c-9cb9-4a59-ae31-11fbb842895b	Pull-ups (neutral grip)	Pull-Ups (Neutral Grip)
7771cfee-f8f7-4681-8dbd-65efe5595573	Pull-ups (poignée large)	Pull-Ups (Wide Grip)
1129895b-9da4-4eb3-9932-9ced4414b4f7	Push ohp	Push OHP
d4fc8348-cd49-4078-a89e-59d6d0951bca	Rack deadlift	Rack Deadlift
0c5cd2b2-d73e-4e47-a1d6-a9630c5602e1	Rameur	Rowing Machine
40b2dfd2-140a-4c87-83c2-13018fb9285c	Rangées prise large pronation	Seated Cable Row
c50d0d7a-22e0-410d-934f-153eb2a55ccb	Rangées prise serrée neutre	Rowing seated, narrow grip
3417217f-a30f-4efa-ad96-0ae0617210ab	Reach ups	Reach ups
97e05157-4d26-49ac-8afc-60e1f3b8dbf9	Relevé de bassin	Hip Thrust
52704e4b-3f36-405b-887e-9c82a24c2c29	Relevé de genoux	Knee Raises
a49d397d-e591-4bc6-b89e-9299a36e6dec	Relevé de jambes allongé	Leg Raises, Lying
61564d65-f796-48ad-a4fe-221930e1f6b1	Relevé de jambes banc décliné	Decline Bench Leg Raise
b2d0a8f2-9534-44b4-b054-6e14be83e853	Relevé de jambes barre de traction	Leg raises pull up bar
c8eebf78-4b83-4b6d-9470-0bc3969ae1ac	Relevé de jambes debout	Leg Raises, Standing
17ef5f8e-ce0a-4827-a3dd-20535c916793	Relevé de jambes suspendu	Hanging Leg Raises
088d662b-a3a9-49fa-af2f-bc06c120e6d1	Repli genoux assis	Seated Knee Tuck
7d1792d4-14a9-4afd-be40-8362ef40f3c6	Rétraction scapulaire élastique	Banded Scapular Retraction
a1d3dcbc-0fc9-49ee-91ec-27f2ebbcc5e4	Rétraction scapulaire inclinée - bras sur le côté	Prone Scapular Retraction - Arms at Side
d565cf7f-b8f4-4d2f-9682-8c43c01b24d3	Reverse preacher curl (fermer la poignée)	Reverse Preacher Curl (Close Grip)
58f2e50f-175e-4fdc-bcd8-89034fd73721	Reverse snow angel	Reverse Snow Angel
e335d05e-3f9e-429f-acdd-53fd2e075878	Reverse woodchops	Reverse Wood Chops
9fbcc335-3d8a-47a3-bbb0-7d5cd8fd9abe	Roches dorsiflexion cheville	ankle dorsiflexion rocks
13fd4489-488d-451f-996c-4812050bebd7	Rollout TRX	TRX roll out
cff04de0-a6f9-4e34-bcf2-49f5ae81bade	Rotation avec disque	Plate twist
91522c8a-1101-43b3-8081-e436dbd60c69	Rotation ballon lesté	Medicine ball twist
930c25f9-d290-4f76-bbeb-318f3dce54ab	Rotation du tronc	Core Rotation
4d4e1b96-8a72-4bfd-9811-cc1eccf6cfe5	Rotation du tronc poulie	Trunk Rotation With Cable
681a4606-be56-4249-842d-ed305bb4590a	Rotation externe épaule haltère	Shoulder External Rotation with Dumbbell
31419c2c-8e7a-4a8c-90d7-4ee7b14a57a5	Rotation externe épaule poulie	Shoulder External Rotation (Cable)
4fa26d83-bc91-4a86-9047-ffb476ce0f05	Rotation externe poulie	Cable External Rotation
0a94032d-fc3a-45fd-bac6-6f80c0ce1f60	Rotation interne allongé latéral	Side-laying interior rotation
6f65989a-a4d9-42d1-9d50-e2949ffa39b5	Rotation interne épaule poulie	Shoulder Internal Rotation (Cable)
4dfbccd4-0a00-4c20-bd71-75339c04d677	Rotation russe	Russian Twist
7b53866b-31e9-4a84-a452-4c8a20387c2d	Rotations épaules haltères	Dumbbell Shoulder Rotations
6c3d4245-cec8-4959-962a-4e5fa70fca65	Roue abdominale	Ab wheel
a490fd60-69a9-4710-9a81-2af3a4a0df12	Roue jambes	Leg Wheel
7c253592-fe25-4bc4-bed9-73fbb920b8a6	Rouleau de massage mollets	Calves foam roller
d7136662-8e24-4d6a-b7c2-5997c9c5cc18	Rouleau de mousse gluteus	Foam Roller Gluteus
9ce5f82a-3feb-4e72-ab70-fb54440b7def	Rouleau en mousse bande iliotibiale	Foam Roller Iliotibial band
eded734c-41b4-4e81-ad16-3a6a56b33c75	Rowing	Row
78045070-8519-401e-a43f-004e8bce777a	Rowing allongé sur banc	Rowing, Lying on Bench
b4d1212d-f5b4-4b80-acc0-fcb229ee3ae7	Rowing assis machine	Seated Row (Machine)
21c213e6-3896-4dad-986c-50a99d830b48	Rowing barre pronation	Barbell Row (Overhand)
32130b7a-ee6e-483a-abe3-faf94f839c8c	Rowing barre supination	Barbell Row (Underhand)
ef8d38b9-3801-42f8-ac6a-e611dfcf5205	Rowing deltoïde postérieur haltère	Dumbbell rear delt row
6f85796c-ac88-46c6-bc96-9c8bde958ec7	Rowing gorilla alterné haltères	Alternative DB Gorilla rows
3bfd60f4-1d5e-4f4a-ab0b-aa35452aca08	Rowing haltère sur banc incliné	Incline Chest-Supported Dumbbell Row
01d735cf-50ac-413e-b0ec-ab8954a9b71e	Rowing haltères allongé SS shrugs assis	LYING DUMBBELL ROW SS SEATED SHRUG
01807007-7465-4a5f-8155-e0eff0dc10da	Rowing inversé	Inverted Rows
f251fab7-79d2-4cb1-9947-e5cb938856a5	Rowing landmine unilatéral	Perpendicular Unilateral Landmine Row
a0d64b68-6002-4602-af0c-d780e4d3ab90	Rowing lourd un bras	One-Arm Heavy Row
026ae371-13b0-4eff-b2d8-58e17b8e2722	Rowing machine iso à levier	Leverage Machine Iso Row
5cfd6d84-21e3-43fe-bea6-d39fecb559a5	Rowing mort supination haltère	Dumbbell Underhand Dead Row
848862a3-9a8c-406a-89e9-6aa6c9de9b43	Rowing penché barre	Bent Over Rowing
3ebb0b33-d0c9-4f3f-91e1-7f2be1459f9a	Rowing penché haltère	Dumbbell Bent Over Row
937f3be0-e9c7-4cab-bb47-9a03b4edaf82	Rowing penché haltères	Bent Over Dumbbell Rows
d6db2a5c-da2f-4612-baaf-6c8d6be6d0d8	Rowing penché prise inversée	Bent Over Rowing Reverse
48e15102-251c-4eaf-a0b0-e5543265b849	Rowing renegade	Renegade Row
17fbb89c-8a72-4646-8a38-b2d6907a303d	Rowing shotgun	Shotgun Row
abe08179-bf21-4a16-8509-ab38977cf78c	Rowing T-bar	Rowing, T-bar
c7ef6513-94b6-462a-b6cf-04608717b76c	Rowing un bras	Single arm row
3ce1cd6f-97d2-4339-869c-9a712f1c9592	S'agenouiller superman	Kneeling Superman
21c4695c-af0f-4492-85f2-8d2aa688571c	Sauter - standard	Skipping - Standard
736d673c-55ef-4f71-902e-7ee2d4076bb0	Sauts genoux hauts	High Knee Jumps
d382483c-2d5a-47b6-9d1a-8aed395a2b67	Scaption haltères	Dumbbell Scaption
a0356f01-5639-4ba6-a45b-7e498180bb23	Serviette superman	Towel Superman
4be68247-215d-4c80-86a3-97041544c05d	Shinbox ir stretch	Shinbox IR Stretch
00115396-a68e-4463-915e-176dc183008f	Shrugs barre	Shrugs, Barbells
f703d3d2-df8a-450e-871a-a9fb92a87972	Shrugs haltères	Dumbbell Shrug
26db6432-c5e0-450f-a206-93a5efbbaad6	Shrugs poulie	Cable Shrug-In
98d1b8c2-fdf0-4a7d-9523-b56a0afa8cff	Shrugs sur multipress	Shrugs on Multipress
db11297e-0845-4a64-88f4-8693bc804e1b	Sit & reach	Sit & Reach
09387529-b554-49ad-a409-1c1f32136009	Sit outs complets	Full Sit Outs
d9a08903-bee4-410b-b223-62699c94340f	Sit-up avec poussée coude	Sit Up Elbow Thrust
b471bde0-a20e-4f75-905e-7766c2c657eb	Sit-up papillon	Butterfly Sit Up
03fc2e01-302a-4200-b90f-f7e4d8a9e0d6	Sit-ups	Sit-ups
97535500-862e-4fef-b56b-458fba125327	Sit-ups splinter	Splinter Sit-ups
8198d1a7-3171-4dd8-882f-69d87e2a267a	Skull crusher au sol	Floor Skull Crusher
0c3f6d1e-7131-40d8-a70c-d85f4ef85d42	Skull crusher barre EZ	Skullcrusher SZ-bar
616879a2-4992-4338-a491-532be071a8e0	Skull crusher haltères	Skullcrusher Dumbbells
ae0499cc-f5ae-4552-a4be-15c2264f6d28	Skull Crusher incliné	Incline Skull Crush
20355bba-50f8-4476-bda8-39131375f867	Smith machine split squat	Smith Machine Split Squat
7bfc28fe-efb3-47e6-b099-7803f7ebd0d8	Smith press	Smith Press
c454ec97-10bd-47b9-9d76-d21cbbdb1c7a	Snap down	Snap Down
f0ed460c-9eea-4146-83fa-4b8584adc9e6	Soulevé de terre	Deadlifts
d1d4cf65-0ee8-4497-8b6d-58f19bcfe640	Soulevé de terre roumain	Romanian Deadlift
2d0e91b2-6102-43b7-9548-ec146baf88d3	Soulevé de terre roumain barre	Barbell Romanian Deadlift (RDL)
e6076f7f-23f3-4eb4-8c5a-573016a69c5b	Soulevé de terre roumain haltères	Dumbbell Romanian Deadlift
960ced39-7ca7-42ed-aa78-6ec450441ae2	Soulevé de terre roumain kickstand	Kickstand RDL
c7a6fec1-d5f5-4910-9663-38a714ba4caf	Soulevé de terre roumain unipodal	Romanian deadlift, single leg
7274d47f-54ca-44a9-9dfe-109f0ee6e299	Soulevé de terre sumo	Sumo Deadlift
4be6dcc0-d9e1-4174-be8b-649cd34da492	Soulevé de terre unipodal haltère	Single-Leg Deadlift with Dumbbell
aa995ff8-f176-40ed-8b44-3ae7ddfc4001	Soulevé de terre unipodal kettlebell	Kettlebell One Legged Deadlift
fc5f4c13-2b69-446c-85a3-6f58aff1ad31	Sous-main lat pull down	Underhand Lat Pull Down
0e53aa81-4f2d-4eae-a906-8e1824aa2288	Sphinx	Sphinx
8eabe488-8857-464f-b43e-c9a37b6aa1df	Squat avant	Front Squats
ca09942d-f172-49fd-8c50-4940e6d57926	Squat avant double kettlebell	Double Kettlebell Front Squat
090dcea1-8b1f-4fa9-97ee-85dad61d9dd5	Squat avant haltères	Dumbbell Front Squat
873f87b6-2eea-47e7-882e-7665b2f20a26	Squat barre	Barbell squat
6730ba6f-7200-4ac9-864c-e3026430861c	Squat bulgare haltères	Bulgarian Squat with Dumbbells
8bde27f3-c42e-4619-8e98-5a81c1e1ab84	Squat complet barre	Barbell Full Squat
113d352b-5f40-46ad-9d43-a1f5c9f33934	Squat cosaque	Cossack squat
473523ed-8ef9-493e-8e33-660de7979a7a	Squat dragon	Dragon squat
2fa0d628-bf46-41b1-b51c-c1aaade6c264	Squat goblet haltère	Dumbbell Goblet Squat
9ec0f674-2651-4e01-9585-aa28632a70ed	Squat isométrique jusqu'à l'échec	Isometric Squat to Failure
61aef2d1-1832-4c9f-ae92-1243f3b9efb1	Squat landmine puis press	Landmine Squat to Press
a089fc9b-4e5c-4eda-ba02-3efc493cb01b	Squat latéral haltère	Dumbbell Side Squat
baeab1b9-db48-454e-889f-f469d2e3f0e2	Squat pendulaire	Pendulum Squat
f1c88f28-8742-4862-985d-0752deca3675	Squat pistol	Pistol Squat
d7818c20-5582-433d-806b-bd82c4731fa2	Squat poids de corps	Bodyweight Squat HD
0001fcac-e98b-4165-84c5-9624fbc9e56a	Squat renforcé	Braced Squat
271271a1-cc6e-4168-847b-bdcf1c05d8b7	Squat Smith machine	Smith machine squat
f257d24c-db2d-4b08-b9bf-c287fbdd629e	Squat sur boîte basse position large	Low Box Squat - Wide Stance
1e81119e-b7a7-46d9-9c76-a1302bebc15c	Squat thrust	Squat Thrust
d4c5388c-c176-47e6-8a54-5183058fe5ff	Squat trap bar	Trap Bar Squat
c652fde7-7224-4ddb-9eff-bcb3451bf8cd	Squats	Squats
732d33ce-80c3-4c4f-ba24-2bf0f7900cb9	Squats hindous	Hindu Squats
ffa0994b-a4a2-492f-b718-23d8bb795549	Squats sautés	Squat Jumps
4abd9a5f-78ed-4772-bf3d-153cccc7cb65	Squats sumo	Sumo Squats
821493c1-0f70-46d7-b26c-2cbf662c6108	Squats sur multipress	Squats on Multipress
2b9b7fd3-7182-4c2b-80aa-17f314575ee9	Stepper	Stair Master
930740cd-66d0-48e0-ad57-a6c3116d4f66	Straddle l-sit	Straddle L-Sit
278a1216-0176-40c3-b471-0c9c741d0477	Superman	Superman
268147ef-39f6-4626-b333-a5787325085f	Superman papillon	Butterfly Superman
50bd1988-2cd5-4c59-a636-07d15b6ffff0	Swing kettlebell	Kettlebell Swing
32708a30-86d5-4ae9-b74c-7c589a94790e	Swings kettlebell	Kettlebell Swings
a3f7c6dc-522c-4075-9a91-41744f1bc1ee	Talons-fesses	Talons fesses
7f130aae-14ca-4e7b-b3d7-e149fb7a063c	Thruster	Thruster
04d4f061-bc86-4a76-87d4-b9df1f12ea9a	Thruster haltères	Dumbbell Thruster
aa755af2-4af5-440d-810b-ed048b910251	Tirage assis poulie basse	Seated Cable Rows
4aed322e-448c-4263-9e12-c77a064fdea3	Tirage avant prise large	Front pull wide
edda72aa-a798-4645-a549-2a46694292b1	Tirage avant prise serrée	Front Pull narrow
b4dea389-445a-4ab9-bed5-ce33aa9d8b2d	Tirage bras tendus poulie (barre)	Straight-arm Pull Down (bar Attachment)
705ff2b8-97a2-4784-9bcc-fabf13e6c26a	Tirage bras tendus poulie (corde)	Straight-arm Pull Down (rope Attachment)
304134ce-1bcd-4c7f-a8da-e78929b74c69	Tirage haut	High Pull
7c979e97-2fe7-471d-8267-d884b30ae83e	Tirage latéral bras tendu poulie	Side Straight-Arm Pulldown (Cable)
c341f9f4-3278-4fb3-87af-5210dcea0247	Tirage latéral poulie un bras	Lateral Rows on Cable, One Armed
edd586fb-6546-4e81-9c20-2cd08295e8b2	Tirage latéral prise large	Lat Pulldown (Wide Grip)
9b6e403b-59e3-4f96-bef9-6d8b18c6c2bf	Tirage menton barre EZ	Upright Row, SZ-bar
670ed8db-0770-4e60-ba81-2ae1c55d8d61	Tirage menton haltères	Upright Row w/ Dumbbells
bcd680b9-f13a-4069-96af-5b6d2601cd2b	Tirage menton multi press	Upright Row, on Multi Press
a53d233c-4b2b-4d19-97b0-61966f98d24f	Tirage poulie basse	Long-Pulley (low Row)
df5fce1d-07ca-4bfd-b131-88c5ca6f96d3	Tirage poulie basse prise serrée	Long-Pulley, Narrow
7bf594f1-283a-4647-a6d4-2e0ed57935aa	Tirage poulie haute	Lat Pull Down
7cae3828-7313-46dc-99ec-f0bfd7196d11	Tirage poulie haute alterné	Alternating High Cable Row
be46a858-714e-49ae-a391-e92e8ac1a7d9	Tirage poulie haute croisé un bras	Lat Pulldown - Cross Body Single Arm
1a73e258-628d-4ebf-ab8e-6a28d3082428	Tirage poulie haute dos droit	Lat Pull Down (Straight Back)
4dbdb558-010e-4a2f-afe2-e6ae9ac6f206	Tirage poulie haute penché arrière	Lat Pull Down (Leaning Back)
a73696b2-3b0c-4b90-a8fe-6a2169122a48	Tirage poulie haute prise large	Wide-grip Pulldown
79741482-4cf3-4ed3-8cc4-92121642ceb4	Tirage poulie haute prise neutre	Neutral Grip Lat Pulldown
071e638b-1a70-4818-b547-190f4ca20e35	Tirage poulie haute prise serrée	Close-grip Lat Pull Down
a9c3b9d9-b625-46ff-923a-d45c5faef4c9	Tirage poulie haute prise serrée supination	Biceps Close Grip Pull Down
39390c69-b038-4834-9662-e05b789caf9c	Tirage poulie haute un bras à genoux	1-Arm Half-Kneeling Lat Pulldown
95d35907-cdd9-487e-9cf6-fc966735a117	Tirage poulie modifié	Modified pulldown
42d116e1-973f-4e9f-b68b-36eff089ea08	Tirage scapulaire	Scapula Pulls
5aad1edf-e67e-4ee4-b375-c1369a5fec48	Tirage TRX	TRX Rows
cc6c6b91-d325-4dcd-99a8-d75976af9ad1	Tirage unilatéral poulie	Unilateral Cable row
5ed4019c-5657-40e3-b50b-b0375523a3d4	Tirage vertical haltère	Lat Pull DB
3bafd555-4a09-40bd-88a4-d9f4f9ef7e7f	Tire-bouchon assis	Seated Corkscrew
44c13f20-702e-44e7-b4b8-06a082b09ba6	Toe taps	Toe Taps
989185c7-6701-4552-873a-75729f100a06	Torsion du torse	TORSO TWIST
7b969f06-32d2-4634-9097-e6f5394cd3cc	Toucher de talons	Heel Touches
85d9853d-4d0f-4fe9-a96d-dd2003ae450c	Toucher des orteils	Toe Touch
3ce11aeb-966e-4168-b744-902b7d357cfe	Traction front lever	Front lever pull-up
261dca1e-9bae-4098-8676-6169597f9964	Tractions	Pull-ups
